12	חָשַׁב	think|account
12	חַטָּאת	sin|sin-offering
12	אִשָּׁה	woman|wife|female
12	בָּנָה	build
12	תָּ֫וֶךְ	midst
12	כָּסָה	cover
12	שָׁמַר	keep|watch|preserve
12	שֵׁ֫בֶט	rod|staff|club|sceptre|tribe
12	רָחַם	love|have compassion
12	כֹּחַ	strength|power
12	שְׁאָר	rest|residue|remnant
12	אֱמֶת	firmness|faithfulness
12	שַׁ֫עַר	gate
12	בָּגַד	act|deal treacherously
12	בְּרִית	covenant
12	עָזַר	help|succour
12	יָגֵעַ	toil|grow|be weary
11	חָזָה	see|behold
11	שָׁחַת	go to ruin
11	שֶׁ֫מֶן	fat|oil
11	רֹב	multitude|abundance|greatness
11	נָבֵל	sink|drop down|languish|wither and fall|fade
11	שְׁנַ֫יִם	two
11	זָהָב	gold
11	נַ֫עַר	boy|lad|youth|retainer
11	מָשַׁל	rule|have dominion|reign
11	כָּשַׁל	stumble|stagger|totter
11	רָשָׁע	wicked|criminal
11	עִם	with
11	צֵל	shadow
11	בֹּ֫קֶר	morning
11	רָגַז	be agitated|quiver|quake|be excited|perturbed
11	דָּרַךְ	tread|march
11	נוּחַ	rest
11	אוֹת	sign
11	נַ֫חַל	torrent|torrent-valley|wady
11	חָיָה	live
11	חָתַת	be shattered|dismayed
11	עֵת	time
11	גִּיל	rejoice|go around|about|be excited
11	מַשָּׂא	utterance|oracle
11	יָלַל	howl|make a howling
11	חוּל	whirl|dance|writhe
11	שָׁדַד	deal violently with|despoil|devastate|ruin
11	לְאֹם	people
11	שָׁלֵם	be complete|sound
11	רֶ֫כֶב	chariotry|chariot|mill-stone|riders
11	תֹּ֫הוּ	formlessness|confusion|unreality|emptiness
11	פֶּ֫שַׁע	transgression
11	עִוֵּר	blind
11	תְּהִלָּה	praise|song of praise
10	זוּר	be a stranger
10	רָבָה	be|become|much|many|great
10	קִרְיָה	town|city
10	אַחַר	the hinder|following part
10	כּוּן	be firm
10	אֱלִיל	insufficiency|worthlessness
10	לָבֵשׁ	put on|wear|clothe|be clothed
10	צָוָה	lay charge|give charge|charge|command|order
10	נָגַע	touch|reach|strike
10	דַּ֫עַת	knowledge
10	שְׁאוֹל	Shᵉ’ōl|underworld|place of inquiry
10	מָאַס	reject
10	נֵס	standard|ensign|signal|sign
10	קָצֶה	end|extremity
10	דָּוִד	David
10	יְאֹר	stream of the Nile|stream|canal
10	מָשׂוֹשׂ	exultation
10	שֶׁ֫מֶשׁ	sun
10	שָׁבַת	cease|desist|rest
10	כְּמוֹ	like|as|when|the like of what
10	אַךְ	surely
10	יָרַשׁ	take possession of|inherit|dispossess
10	שָׁבַע	swear|seven oneself|bind oneself by seven things
10	מַלְאָךְ	messenger
10	יָבֵשׁ	be dry|dried up|withered
10	מָעוֹז	place|means of safety|protection
10	שָׁכַח	forget
10	אָתָה	come
10	שָׁמֵם	be desolated|appalled
10	אַיֵּה	Where?
10	חָדָשׁ	new
9	גָּדַל	grow up|become great
9	פָּשַׁע	rebel|transgress
9	רָעַע	be evil|bad
9	אָחוֹר	the hinder side|back part
9	נֶ֫גֶד	what is conspicuous|in front|in front of|in sight of|opposite to
9	נָצַר	watch|guard|keep
9	לָמַד	exercise in|learn
9	אָהֵב	love
9	שֶׁ֫בֶר	breaking|fracture|crushing|breach|crash
9	קֶ֫דֶם	front|east|aforetime
9	סוּס	horse
9	בַּד	separation|part
9	לְבָנוֹן	Lebanon
9	גִּבּוֹר	strong|mighty
9	זָקֵן	old
9	חָכָם	wise
9	פְּרִי	fruit
9	יַעַן	purpose|intention|on account of|because
9	שָׂדֶה	
9	חָרְבָּה	waste|desolation|ruin
9	רַע	evil|distress|misery|injury|calamity
9	מְסִלָּה	highway
9	טֶ֫רֶם	not yet|ere|before that
9	עֵד	witness|reiterating|emphatically affirming
9	שָׁטַף	overflow|rinse|wash off
9	הָגָה	moan|growl|utter|speak|muse
9	שָׂמַח	rejoice|be glad
9	יָמִין	right hand
9	בָּזַז	spoil|plunder
9	הָרַג	kill|slay
9	פָּאַר	beautify|glorify
9	כַּרְמֶל	plantation|garden-land|fruit|garden-growth
9	כִּי אם־	
9	כִּי אם־	
9	קָשַׁב	incline|attend
9	תֵּבֵל	world|productive
9	עָבַד	work|serve
9	רִנָּה	ringing cry
9	יָסַד	establish|found|fix
9	מָלַט	slip away
9	נָגַשׁ	draw near|approach
9	שׂוּשׂ	exult|rejoice
9	פֶּ֫סֶל	idol|image
9	מַחֲשָׁבָה	thought|device
8	אָזַן	give ear|listen|hear
8	דָּמָה	be like|resemble
8	מִנְחָה	gift|tribute|offering
8	שַׁבָּת	Sabbath
8	רִיב	strive|contend
8	אָיַב	be hostile to|enemy
8	אֹ֫רַח	way|path
8	שָׁחַח	bow|be bowed down|crouch
8	נָגַשׂ	press|drive|oppress|exact
8	טוֹב	pleasant|agreeable|good
8	בָּלַע	swallow down|swallow up|engulf
8	שַׂק	sack|sackcloth
8	שָׁאַר	remain|be left over
8	כָּתַב	write
8	נָטַע	plant
8	שָׁמִיר	thorn|s|adamant|flint
8	שֵׁכָר	intoxicating drink|strong drink
8	שָׁאוֹן	roar|din|crash|uproar
8	קָדַשׁ	be set apart|consecrated
8	חַ֫יִל	strength|efficiency|wealth|army
8	חוּץ	the outside|a street
8	קֶ֫שֶׁת	bow
8	מָ֫וֶת	death
8	כִּסֵּא	seat|throne
8	נוּעַ	quiver|wave|waver|tremble|totter
8	מִזְבֵּחַ	altar
8	רָחַק	be|become|far|distant
8	שָׁקַט	be quiet|undisturbed
8	בָּקַע	cleave|break open|through
8	שִׁמְרוֹן	
8	צֹאן	small cattle|sheep and goats|flock|flocks
8	אֱנוֹשׁ	man|mankind
8	חַי	alive|living
8	קָצַף	be wroth
8	פָּנָה	turn
8	מַטֶּה	
8	נָדַד	retreat|flee|depart|stray|wander|flutter
8	רָבַץ	stretch oneself out|lie down|lie stretched out
8	כּוּשׁ	
8	פָּחַד	dread|be in dread|in awe
8	צָבָא	army|war|warfare
8	קָרֹב	near
8	בֶּ֫טֶן	belly|body|womb
8	מֵאָז	from that time
8	חָלָה	be weak|sick
8	חֶ֫סֶד	goodness|kindness
8	מְאֹד	muchness|force|abundance|exceedingly
8	בָּרַךְ	kneel|bless
8	תָּמִיד	continuity
8	צַו	command|ordinance
8	קַו	
8	יָעַל	profit|avail|benefit
8	עָנָה	be bowed down|afflicted
8	אָז	at that time|then
8	חָצִיר	green grass|herbage
8	??	??
8	רַב	chief
8	חָרָשׁ	graver|artificer
8	צָמַח	sprout|spring up
8	חֵ֫פֶץ	delight|pleasure
7	אָמוֹץ	
7	אָחָז	he has grasped
7	מְעַט	a little|fewness|a few
7	זֶ֫בַח	sacrifice
7	שָׂבֵעַ	be sated|satisfied|surfeited
7	בָּקַשׁ	seek
7	פָּרַשׂ	spread out|spread
7	צַר	adversary|foe
7	יָרָה	throw|shoot
7	בַּ֫יִן	interval|space between
7	יֶ֫לֶד	child|son|boy|youth
7	הָדָר	ornament|splendour|honour
7	שָׂגַב	be|high
7	תַּרְשִׁישׁ	
7	חָלַף	pass on|away|pass through
7	סֶ֫לַע	crag|cliff
7	נָבִיא	spokesman|speaker|prophet
7	גְּבוּרָה	strength|might
7	צְבִי	beauty|honour
7	עָשָׁן	smoke
7	זֶ֫רֶם	flood of rain|rain-storm|downpour
7	שַׁ֫יִת	thorn-bushes
7	עָב	dark cloud|cloud-mass|thicket
7	רָחַב	be|grow|wide|large
7	גּוּר	sojourn
7	מָהַר	hasten
7	שֹׁ֫רֶשׁ	root
7	כָּנָף	wing|extremity
7	עוּף	fly
7	רָפָא	heal
7	אֲרָם	Aram
7	לָחַם	fight|do battle
7	דַּמֶּ֫שֶׂק	Damascus
7	שָׁאַל	ask|inquire
7	גֶּ֫פֶן	vine
7	שָׁלָל	prey|spoil|plunder|booty
7	מֶרְחָק	distant place|distance
7	צָרָה	straits|distress
7	קָצִיר	harvesting|harvest
7	קִנְאָה	ardour|zeal|jealousy
7	שֶׁ֫קֶר	deception|disappointment|falsehood
7	נוּף	move to and fro|wave|besprinkle
7	עָרִיץ	awe-inspiring|terror-stricken
7	שָׁכַב	lie down
7	כַּשְׂדִּים	Kasdim|Chaldeans|Chaldea
7	נֵ֫צַח	eminence|enduring|everlasting|perpetuity
7	פָּצַח	cause to break|burst forth|break forth with
7	בְּכִי	weeping
7	פָּלַל	intervene|interpose
7	שָׁעָה	gaze
7	זָרַע	sow|scatter seed
7	יַ֫חַד	unitedness
7	סָגַר	shut|close
7	צֶאֱצָא	issue|offspring|produce
7	פָּעַל	do|make
7	בָּעַל	marry|rule over
7	אָבַד	perish
7	חַיָּה	living thing|animal
7	בָּשַׂר	bear tidings
6	חָטָא	miss|go wrong|sin
6	שְׁמָמָה	a devastation|waste
6	יָתַר	remain over
6	רָמַס	trample
6	אַלְמָנָה	widow
6	יָכַח	decide|adjudge|prove
6	רָדַף	pursue|chase|persecute
6	צָרַף	smelt|refine|test
6	פֹּ֫עַל	doing|deed|work
6	אוֹצָר	treasure|store|treasury|storehouse
6	אֶ֫רֶז	cedar
6	גָּבֹהַּ	high|exalted
6	בָּצַר	cut off|make inaccessible|enclose
6	עָרַץ	cause to tremble|tremble
6	אָח	brother
6	גָּמַל	deal fully|adequately with|deal out to|wean|ripen
6	רָעָה	evil|misery|distress|injury
6	גָּבַהּ	be high|exalted
6	אָבַל	mourn
6	חֶרְפָּה	reproach
6	יוֹמָם	daytime|by day
6	חָצַב	hew|hew out|cleave
6	שִׁית	put|set
6	בְּלִי	wearing out
6	טוֹב	a good thing|benefit|welfare
6	צָדֵק	be just|righteous
6	מַ֫עַל	higher part|above|upward
6	טָמֵא	unclean
6	פֶּן־	lest
6	חָמֵשׁ	five
6	אֶ֫לֶף	thousand
6	??	??
6	כֹּהֵן	priest
6	קָלַל	be slight|swift|trifling
6	עַד	perpetuity|advancing
6	עֶבְרָה	overflow|arrogance|fury
6	שָׁמַד	be exterminated|destroyed
6	בַּרְזֶל	iron
6	אַרְיֵה	lion
6	יָנַק	suck
6	עֹז	strength|might
6	שָׂשׂוֹן	exultation|rejoicing
6	שֹׁד	violence|havoc|devastation|ruin
6	קָשֶׁה	hard|severe
6	אֵיךְ	
6	בּוֹר	pit|cistern|well
6	שְׁאֵרִית	rest|residue|remnant|remainder
6	אָמַל	be weak|languish
6	בָּכָה	weep|bewail
6	הָמָה	murmur|growl|roar|be boisterous
6	פָּרַח	bud|sprout|shoot
6	חָרֵב	be dry|dried up
6	קָנֶה	stalk|reed
6	נַחֲלָה	possession|property|inheritance
6	פָּרָשׁ	horseman
6	סָפַר	count|recount|relate
6	צֹר	Tyre
6	חָלַל	pollute|defile|profane
6	מוֹט	totter|shake|slip
6	סָמַךְ	lean|lay|rest|support
6	חָנַן	shew favour|be gracious
6	נָוֶה	abode of shepherd|flocks|habitation
6	אַחֵר	another
6	עֲרָבָה	desert-plain|steppe
6	נָקָם	vengeance
6	חָרֵב	be waste|desolate
6	בִּלְעֲדֵי	not unto|apart from|except|without
6	מִזְרָח	place of sunrise|east
6	בָּחִיר	chosen
6	חָשָׁה	be silent|inactive|still
6	סָגַד	prostrate oneself
6	רָצוֹן	goodwill|favour|acceptance|will
5	מַכָּה	blow|wound|slaughter
5	עֹלָה	whole burnt-offering
5	חֵ֫לֶב	fat
5	חֹ֫דֶשׁ	newness|new moon|month
5	לָאָה	be weary|impatient
5	תְּפִלָּה	prayer
5	אָבָה	be willing|consent|command|refuse|be willing
5	זָנָה	commit fornication|be a harlot
5	רִיב	strife|dispute
5	גַּנָּה	garden|garden|orchard
5	כָּבָה	be quenched|extinguished|go out
5	נָטַשׁ	leave|forsake|permit
5	פַּ֫חַד	dread
5	אֳנִיָּה	a ship
5	שָׁלַךְ	throw|fling|cast
5	רֵעַ	friend|companion|fellow
5	רַע	bad|evil
5	גְּמוּל	dealing|recompense|benefit
5	דָּכָא	crush
5	פְּלֵיטָה	escape
5	נֹ֫גַהּ	brightness
5	לֶהָבָה	
5	כִּנּוֹר	lyre
5	מָשַׁךְ	draw|drag
5	מַר	bitter|bitterness
5	קַשׁ	stubble|chaff
5	אִמְרָה	utternace|speech|word
5	עָיֵף	faint|weary
5	סוּפָה	storm-wind|makes an end
5	צַר	straits|distress
5	הֵיכָל	palace|temple
5	מְלֹא	fulness|that which fills
5	כִּפֶּר	cover over|pacify|make propitiation
5	שָׁאָה	make a din|crash|crash into ruins
5	רְצִין	
5	רְמַלְיָ֜הוּ	
5	מָלַךְ	be|become king|queen|reign
5	בַּ֫עַד	separation|in separation from|away from|behind|about|on behalf of
5	בָּקַר	cattle|herd|ox
5	יִרְאָה	fear
5	הָרָה	conceive|become pregnant
5	אֵם	mother
5	פָּרַר	break|frustrate
5	רָעֵב	hungry
5	רָעֵב	be hungry
5	נָדַח	impel|thrust|banish
5	אַחֲרוֹן	coming after|behind
5	חָלַק	divide|share
5	עֹל	yoke
5	שְׁכֶם	shoulder
5	גַּאֲוָה	majesty|pride
5	גָּדַע	hew|hew down|off
5	בָּחוּר	young man
5	גֵּאוּת	majesty
5	חָקַק	cut in|inscribe|decree
5	דַּל	low|weak|poor|thin
5	בֵ֫לֶת	failure|not|except
5	כָּרַע	bow down
5	זַ֫עַם	indignation
5	חָכְמָה	wisdom
5	שָׁעַן	lean|support oneself
5	חָרַד	tremble|be terrified
5	בִּינָה	understanding
5	נָהַג	drive|conduct
5	יָדָה	throw|cast
5	נָדִיב	inclined|generous|noble
5	עַלִּיז	exultant|jubilant
5	בְּרוֹשׁ	cypress|fir
5	צָפוֹן	north|hidden|dark
5	בָּמָה	high place
5	קֶ֫בֶר	grave|sepulchre
5	אֶבְיוֹן	in want|needy|poor|needy|poor|needing help
5	זָעַק	cry|cry out|call
5	סֵ֫תֶר	covering|hiding-place|secrecy
5	אֹ֫הֶל	tent
5	רָוָה	be saturated|drink one's fill
5	יֵ֫שַׁע	deliverance|rescue|salvation|safety|welfare
5	בְּהֵמָה	beast|animal|cattle
5	עַז	strong|mighty|fierce
5	פַּרְעֹה	Pharaoh
5	צָעַק	cry|cry out|call
5	עָרַךְ	arrange|set in order
5	צָמֵא	thirsty
5	גַּיְא	valley
5	שֶׁבְנָא	
5	אֶלְיָקִים	God sets up
5	מוּשׁ	depart|remove
5	בְּתוּלָה	virgin
5	שִׁיר	song
5	דּוּשׁ	tread|thresh
5	בְּמוֹ	
5	רֶ֫גַע	a moment
5	דַּי	sufficiency|enough
5	אֲרִיאֵל	
5	חֵרֵשׁ	deaf
5	בֹּ֫שֶׁת	shame
5	גְּעָרָה	rebuke
5	שַׁאֲנָן	at ease|secure
5	חָרַף	reproach
5	מַעֲלָה	step|stair
5	הָלַל	be boastful|praise
5	פְּעֻלָּה	work|recompense
5	כָּלַם	be humiliated|humiliate
5	חָמַם	be|become warm
5	סָבַל	bear a heavy load
5	פָּגַע	meet|encounter|reach
5	נֵכָר	that which is foreign|foreignness
4	שׁוֹר	a head of cattle|bullock|ox
4	קָנָה	get|acquire
4	בַּעַל	owner|lord
4	נָאַץ	contemn|spurn
4	סָרָה	turning aside|defection|apostasy|withdrawal
4	חֳלִי	sickness
4	חָבַשׁ	bind|bind on|bind up
4	שָׂרַף	burn
4	סְדֹם	Sodom
4	קָצִין	chief|ruler
4	שָׁוְא	emptiness|vanity
4	שָׂנֵא	hate
4	אָשַׁר	go straight|go on|advance
4	יָתוֹם	orphan
4	חֵטְא	sin
4	מָרָה	be contentious|refractory|rebellious
4	שֹׁ֫חַד	present|bribe
4	פָּדָה	ransom
4	חָפֵר	be abashed|ashamed
4	אַחֲרִית	after-part|end
4	אֶצְבַּע	finger
4	מִגְדָּל	tower
4	סָעִיף	cleft|branch
4	נְשָׁמָה	breath
4	שִׂמְלָה	wrapper|mantle|outer garment|covering|garment|clothes
4	אוֹי	woe!
4	עָרָה	be naked|bare
4	חַיִּים	life
4	חֹ֫רֶב	dryness|drought|heat
4	מַחְסֶּה	refuge|shelter
4	מִרְמָס	trampling-place|trampling
4	קַל	light|swift|fleet
4	אָחַז	grasp|take hold of|take possession
4	בְּרֵכָה	pool|pond
4	זָנָב	tail|end|stump
4	מֵעִם	from with|beside
4	עָמֹק	be deep
4	אוֹ	or
4	עֵ֫בֶר	region across|beyond|side
4	סָפָה	sweep|snatch away|catch up
4	חָלָב	milk
4	שֶׂה	one of a flock|sheep|goat
4	צַוָּאר	neck|back of neck
4	אָזַר	gird|encompass|equip
4	מִקְדָּשׁ	sacred place|sanctuary
4	לָכַד	capture|seize|take
4	לִמֻּד	taught
4	חָכָה	wait|await
4	צָפַף	chirp|peep
4	שַׁ֫חַר	dawn
4	קֵץ	end
4	עֶזְרָה	help|succour|assistance
4	חֹ֫מֶר	cement|mortar|clay
4	חֲמָת	fortress|great Hamath
4	פָּסִיל	
4	מָסַס	dissolve|melt
4	מִזְעָר	a little|a trifle|a few
4	חָבַל	act (ruinously) corruptly
4	צָהַל	neigh|cry shrilly
4	פָּרָה	bear fruit|be fruitful
4	עָנָו	poor|afflicted|humble|meek
4	מַתְנַ֫יִם	loins
4	אֱמוּנָה	firmness|steadfastness|fidelity
4	מְנוּחָה	resting-place|rest
4	כָּתֵף	shoulder|shoulder-blade|side
4	אֱדוֹם	
4	יָהּ	
4	לַ֫הַב	flame|blade
4	תַּן	jackal
4	נוּחַ	rest
4	עֲבֹדָה	labour|service
4	פֶּ֫גֶר	corpse|carcass
4	בּוּס	tread down|trample
4	אֲגַם	troubled pool
4	נָחָשׁ	serpent
4	רוּעַ	raise a shout|give a blast
4	זְעָקָה	cry|outcry
4	גְּבוּל	border|boundary|territory
4	מֵעֶה	internal organs|inward parts|intestines|bowels|belly
4	עֵ֫מֶק	vale|deepening|depth
4	תָּקַע	thrust|clap|give a blow|blast
4	יָבַל	conduct|bear along
4	רָכַב	mount and ride|ride
4	בָּקַק	empty
4	אַי	
4	שִׁכֹּר	drunken
4	בְּרָכָה	blessing
4	עָרוֹם	naked
4	שְׁבִי	captivity|captives
4	חָשַׂף	strip off|strip|make bare
4	אֲנַ֫חְנוּ	we
4	צָפָה	look out|about|spy|keep watch
4	בָּעָה	inquire|cause to swell|boil up
4	קֵדָר	swarthy|black
4	חָלָל	pierced
4	אָסַר	tie|bind|imprison
4	קִיר	wall
4	פֹּה	here|hither
4	יָתֵד	pin|peg
4	אַרְמוֹן	citadel|citadel|castle|palace
4	מָכַר	sell
4	תִּירוֹשׁ	must|fresh|new wine
4	גַּל	heap|wave|billow
4	פַּ֫עַם	beat|foot|anvil|occurrence
4	זוּלָה	removal|except|only|save that
4	עֲטָרָה	crown|wreath
4	צִיץ	blossom|flower|shining thing
4	שְׁמוּעָה	report
4	זְעֵיר	a little
4	חֹזֶה	seer
4	קַו	line
4	קָצֵר	be short
4	צוּק	constrain|bring into straits|press upon
4	פִּתְאֹם	suddenness|suddenly
4	צָבָא	wage war|serve
4	שָׁכַר	be|become|drunk|drunken
4	נָסַךְ	pour out
4	אַבְרָם	exalted father|Abram|Abraham
4	כְּלִמָּה	insult|reproach|ignominy
4	גָּנַן	cover|surround|defend
4	אוּר	flame
4	שָׁקַל	weigh
4	נָסַע	pull out|up|set out|journey
4	טֶ֫בַח	slaughtering|slaughter
4	פָּקַח	open
4	סַנְחֵרִיב	Sennacherib|Sin-aḩê-irba|Sin multiplied brothers
4	רָצַץ	crush
4	שָׁפַךְ	pour out|pour
4	יָשַׁר	be smooth|straight|right
4	אָכֵן	
4	יָעֵף	be weary|faint
4	נְתִיבָה	path
4	רַחֲמִים	compassion
4	בַאֲשֶׁר	
4	אָרַךְ	be long
4	צָלֵחַ	advance|prosper
4	כּוֹס	cup
4	עָנֹג	be soft|delicate|dainty
4	שָׁרַת	minister|serve
4	מִשְׁכָּב	place of lying|couch|act of lying
4	סָלַל	lift up|cast up
4	צוֹם	fasting|fast
3	עֻזִּיָּהוּ	my strength is
3	חֲמוֹר	(he)-ass
3	כָּבֵד	heavy
3	עֲמֹרָה	Gomorrah
3	אַ֫יִל	ram
3	כֶּ֫בֶשׂ	lamb
3	עַתּוּד	he-goat
3	תּוֹעֵבַה	abomination
3	מוֹעֵד	appointed time|place|meeting
3	מַעֲלָל	deed|practice
3	חָדַל	cease
3	יָטַב	be good|well|glad|pleasing
